requirement_id,control_id,priority,requirement
D.SA-01-req-06,D.SA-01,3,"Ongoing comprehensive assessment cycle; all findings tracked to closure within SLA. (e.g., Weekly Cadence with Reporting)"
D.SA-02-req-01,D.SA-02,1,"Define annual scope covering both standard infrastructure (Cloud, API) and AI components (Models, RAG pipelines, Training Data)."
D.SA-02-req-02,D.SA-02,2,"Standard Execution: Conduct standard penetration testing on hosting infrastructure, APIs, and web applications."
D.SA-02-req-03,D.SA-02,2,"AI Execution: Conduct manual adversarial testing targeting AI logic (e.g., Jailbreaking, Prompt Injection, Extraction)."
D.SA-02-req-04,D.SA-02,2,Remediation: Document findings from all testing streams and track to closure within SLA.
D.SA-02-req-05,D.SA-02,3,"Automation AI Fuzzing: Implement automated adversarial evaluation tools (e.g., Garak, PyRIT) for continuous model testing."
D.SA-02-req-06,D.SA-02,3,"Scenario Simulation: Simulate attacks on the AI supply chain, including model poisoning and third-party library compromise."
D.SA-03-req-01,D.SA-03,1,"Thresholds & SLAs: Defined severity levels (e.g., CVSS scores) and mandatory remediation timelines (e.g., Critical < 7 days, High < 30 days)."
D.SA-03-req-02,D.SA-03,1,"Scope: Maintain an automated inventory of all assets (Cloud, On-prem) and AI artifacts (Model Registries, Training Servers) to ensure 100% coverage."
D.SA-03-req-03,D.SA-03,2,Execution: Conduct weekly automated vulnerability scans on all critical systems and identified AI infrastructure.
D.SA-03-req-04,D.SA-03,2,"AI Specific Supply Chain Scanning Scan: AI development environments for vulnerable dependencies (e.g., malicious PyPI packages, outdated ML libraries)."
D.SA-03-req-05,D.SA-03,2,"emediation: Integration   Integrate scanning tools with ticketing systems (e.g., Jira) and patch management to assign findings to owners automatically"
D.SA-03-req-06,D.SA-03,3,Pipeline CI/CD & Model Ops: Embed scanning into the software (CI/CD) and Model (MLOps) delivery pipelines to block vulnerable builds before deployment.
D.SA-03-req-07,D.SA-03,3,"Analysis Risk Context: Prioritize remediation based on threat intelligence and asset criticality (e.g., ""Is this AI server internet-facing?"") rather than just raw CVSS score."
D.SA-04-req-01,D.SA-04,1,"Strategy Annual Schedule: Define an annual calendar of exercises ensuring coverage of Cyber, IT Disaster Recovery, and AI System failures."
D.SA-04-req-02,D.SA-04,1,"Roles: Identify and assign cross-functional participants (Legal, PR, IT, Data Science/AI Heads) for each scenario type."
D.SA-04-req-03,D.SA-04,2,Execution: Conduct discussion-based (tabletop) exercises to walk through playbooks and decision-making pathways.
D.SA-04-req-04,D.SA-04,2,"AI Scenario: Simulate specific AI failures: Model Poisoning (Integrity), Inference Latency (Availability), or Mass Hallucination (Reputation)."
D.SA-04-req-05,D.SA-04,2,"Document ""Lessons Learned"" and assign corrective actions (CAPA) with deadlines."
D.SA-04-req-06,D.SA-04,3,Update the actual Response Playbooks and BCP documents based on the gaps found during the exercise.
D.SA-04-req-07,D.SA-04,3,"Drift ValidationMove beyond tabletops to technical simulations (e.g., actual failover of systems, restoring from vaulted backups)."
D.SA-05-req-01,D.SA-05,1,"Defined the ""No-Go"" policy: Critical severity findings must fail the CI/CD build automatically (Blocking Gate)."
D.SA-05-req-02,D.SA-05,1,"Scope Repository Inventory: Maintain an automated inventory of all source code repositories, including ""Sandbox"" AI environments and Data Science repos."
D.SA-05-req-03,D.SA-05,2,Execution SAST/SCA: Integrate Static Analysis (SAST) and Dependency Scanning (SCA) into the standard application CI/CD pipeline.
D.SA-05-req-04,D.SA-05,2,Execution: Implement specialized scanners   to detect code flaws and hardcoded secrets often missed by standard SAST.
D.SA-05-req-05,D.SA-05,2,"Integrate findings directly into developer workflows (e.g., Pull Request comments) to verify remediation before code merge."
D.SA-05-req-06,D.SA-05,3,"Implement pre-commit hooks or pipeline scanners specifically to detect and block API Keys (OpenAI, AWS) and Credentials."
D.SA-05-req-07,D.SA-05,3,Conduct Dynamic Analysis (DAST) on running applications/APIs to validate that code vulnerabilities are actually exploitable.
D.SA-05-req-08,D.SA-05,3,"AI Artifacts Model Scanning: Scan model binary files (e.g., .pkl, .h5) for malware or deserialization attacks before ingestion."
D.TI-req-01,D.TI,1,"Sources & Validation: Subscribe to validated TI feeds (CISA, ISACs, vendors)."
D.TI-req-02,D.TI,1,"Integration: Feed TI into patching, monitoring, and training workflows."
D.TI-req-03,D.TI,2,Dissemination: Distribute actionable TI to relevant teams.
D.TI-req-04,D.TI,2,Feedback Loop: Update risk register with new threat categories.
D.TI-req-05,D.TI,2,"Adversarial AI TTP Mapping: Map incoming threat intelligence to the MITRE ATLAS framework to identify specific tactics, techniques, and procedures (TTPs) targeting the organization's AI model lifecycle and inference endpoints."
D.TI-req-06,D.TI,3,Analysis & Correlation: Map external intelligence to internal vulnerabilities.
D.TI-req-07,D.TI,3,Weekly review of intelligence bulletins; monthly updates to threat landscape assessments.
