requirement_id,control_id,priority,requirement
P.ES-req-06,P.ES,2,Identity & Secrets: Passwordless or MFA for admin actions; no local static secrets; short-lived tokens.
P.ES-req-07,P.ES,2,"Telemetry & Response: Endpoint logs to SIEM; SOAR playbooks for containment, triage, and wipe/reimage flows."
P.ES-req-08,P.ES,2,Data Controls: USB control; DLP for local exfiltration; prevent caching of sensitive embeddings unless encrypted.
P.ES-req-09,P.ES,2,"Model & Cache Integrity Monitoring: Implement file integrity monitoring (FIM) or cryptographic hash validation for locally stored model weights and inference caches to detect unauthorized tampering or ""poisoning"" of the local model state."
P.IM-req-01,P.IM,1,"Access Provisioning: Use RBAC/ABAC; require approvals, documented justifications, and auto-revocation on role change or termination."
P.IM-req-02,P.IM,1,Authentication Controls: Enforce MFA for all privileged and remote access; require adaptive or risk-based authentication for critical systems.
P.IM-req-03,P.IM,1,Least Privilege Enforcement: Continuously review entitlements; implement JIT (Just-in-Time) elevation and time-boxed administrative sessions.
P.IM-req-04,P.IM,2,"Identity Governance & Administration (IGA): Implement centralized identity lifecycle management covering provisioning, modification, and de-provisioning."
P.IM-req-05,P.IM,2,Machine & API Identity Management: Use certificate-based or workload identities; rotate secrets automatically; forbid shared credentials.
P.IM-req-06,P.IM,2,"Segregation of Duties: Prevent conflicting access (e.g., developer vs. deployer, auditor vs. operator)."
P.IM-req-07,P.IM,2,Human–AI Identity Integration: Assign unique identifiers to AI agents; track actions to human sponsors; prohibit unsupervised autonomous privilege escalation.
P.IM-req-08,P.IM,2,Periodic Review: Quarterly user-access reviews validated by business owners; document remediation of excessive rights.
P.IM-req-09,P.IM,2,"Audit & Monitoring: Log all authentication, privilege-use, and identity lifecycle events; monitor anomalies."
P.IM-req-10,P.IM,3,"Non-Human Account Discovery & Remediation: Implement automated scanning to identify ""orphan"" service accounts, expired API keys, and unmanaged machine identities that are no longer associated with active workloads or applications."
P.NS-req-01,P.NS,1,"Segmentation: Micro-segmentation by environment, data sensitivity, and workload; deny-by-default east–west; software-defined segmentation."
P.NS-req-02,P.NS,1,"Perimeter & API Security: WAF and API gateways for authentication, schema validation, rate limits; bot/injection protections."
P.NS-req-03,P.NS,1,Identity-Aware Access: ZTNA for user and service access; mTLS for service-to-service; JWT validation at gateways.
P.NS-req-04,P.NS,2,Egress Governance: Default deny outbound; curated egress; DLP and DNS filtering; model-endpoint exfil heuristics.
P.NS-req-05,P.NS,2,Telemetry & Analytics: NetFlow/VPC flow logs; IDS/IPS with ML rules for AI traffic patterns; UEBA for anomalies.
P.NS-req-06,P.NS,2,Testing & Response: Network penetration tests performed; automated rule reviews; SOAR-driven blocking.
P.NS-req-07,P.NS,2,In-Transit Model Integrity: Enforce strict certificate pinning and cryptographic hashing for model artifact transfers to prevent interception or modification of model files during distribution across the network.
P.PC-req-01,P.PC,1,Data Minimization: Collect and retain only data necessary for defined purposes.
P.PC-req-02,P.PC,1,"De-identification: Apply anonymization, pseudonymization, or differential-privacy techniques."
P.PC-req-03,P.PC,1,Privacy Controls in AI: Require training datasets to exclude or mask PII unless lawfully justified.
P.PC-req-04,P.PC,1,Access Limitation: Enforce need-to-know and least-privilege for personal data.
P.PC-req-05,P.PC,2,Audit Trails: Maintain logs of access and sharing.
P.PC-req-06,P.PC,2,"Privacy Leakage Scanning: Implement automated discovery tools to detect PII/PHI in unstructured data stores, application logs, and model training caches to identify and remediate data proliferation."
P.PC-req-07,P.PC,3,"Privacy Enhancing Technologies (PETs): Implement secure computation (homomorphic encryption, federated learning)."
P.PS-req-01,P.PS,1,Configuration Baselines: CIS benchmarks; preventive guardrails (policy-as-code) enforced in IaC and cloud policy engines.
P.PS-req-02,P.PS,1,Model Security & Vulnerability Management: Signed model artifacts; integrity verification on pull; continuous scanning of images and clusters; admission control.
P.PS-req-03,P.PS,2,Identity & Secrets: Least-privilege IAM; workload identity federation; dynamic secrets; no long-lived keys in CI/CD.
P.PS-req-04,P.PS,2,Logging & Monitoring: Control-plane audit logs; Kubernetes audit; registry access logs; anomaly detection for container escapes or rogue pulls.
P.PS-req-05,P.PS,2,Change & Drift Control: Detect drift vs. declared state; auto-rollback on policy violations.
P.PS-req-06,P.PS,2,"Micro-segmentation: Implement granular network policies to isolate AI training clusters, model registries, and inference endpoints from general corporate traffic and one another."
P.PS-req-07,P.PS,3,Supply Chain Integrity: Image and artifact signing; SLSA L3+ provenance attestation; SBOM/MBOM verification.
P.PS-req-08,P.PS,3,"Runtime Protections: PodSecurity, seccomp/AppArmor, read-only root FS, eBPF sensors; block non-compliant workloads."
P.PY-01-req-01,P.PY-01,1,"Perimeter & Entry: Badging, visitor vetting, mantraps where applicable; audit logs retained. (Visitor logs for all data rooms; dual-control access.)"
P.PY-01-req-02,P.PY-01,1,Secure Areas: Server rooms with dual-factor entry for admins; CCTV with retention; media cabinets locked.
P.PY-01-req-03,P.PY-01,1,Media Handling: Chain-of-custody for drives; encrypted transport; certified disposal.
P.PY-01-req-04,P.PY-01,2,"Hardware Tamper Detection: Implement tamper-evident seals on server chassis and high-value AI compute hardware, combined with port-locking devices and physical intrusion sensors that trigger immediate alerts to the SOC upon unauthorized physical manipulation."
P.PY-02-req-01,P.PY-02,1,"Fire & Water: Fire suppression (inert gas/clean agent), water leak detection."
P.PY-02-req-02,P.PY-02,1,"Power & Cooling: UPS, generators, redundant HVAC; sensor alerting to NOC/SOC (Redundant power/cooling for critical rooms; maintenance logs.)."
P.PY-02-req-03,P.PY-02,2,Monitoring & Maintenance: Preventive maintenance schedules; thresholds and alarms; regional redundancy for cloud placements.
P.PY-02-req-04,P.PY-02,3,"Rack-Level Environmental Sensing: Implement localized sensors within high-density GPU racks to monitor for micro-climates, specific hot spots, and vibration, allowing for automated workload throttling or shutdown before hardware damage occurs."
P.PY-03-req-01,P.PY-03,1,"Emergency Procedures: Evacuation routes, muster protocols, emergency communications."
P.PY-03-req-02,P.PY-03,1,"Secure Evacuation of Data/Media: Emergency seals, transport procedures, custody logs."
P.PY-03-req-03,P.PY-03,2,"Secure Evacuation of Data/Media: Emergency seals, transport procedures, custody logs."
P.PY-03-req-04,P.PY-03,2,"Coordinated Emergency Power-Off (EPO): Install accessible and clearly labeled emergency power-off systems for high-density AI compute clusters, integrated with fire suppression and evacuation signaling to prevent electrical hazards during a facility incident."
P.RC-req-01,P.RC,1,"Data Resilience: Immutable backups, point-in-time recovery, encryption, and cross-region copies; periodic restore tests including model artifacts."
P.RC-req-02,P.RC,1,RTO/RPO defined for all Tier-1/2 services; quarterly failover tests.
P.RC-req-03,P.RC,2,Architecture for Resilience: Active/active or active/passive; multi-AZ/region; data replication with RPO/RTO per BIA tier.
P.RC-req-04,P.RC,2,"Graceful Degradation: Define cut-down modes, feature flags, and AI safe-mode behavior (fallback models, rules engines, HITL)."
P.RC-req-05,P.RC,2,"Capacity & Auto remediation: Autoscaling, health checks, circuit breakers, bulkheads; error budgets and SLOs; automated failover for critical services."
P.RC-req-06,P.RC,2,Dependency Resilience: Document dependencies; alternate providers or read-only/queueing modes for upstream degradation.
P.RC-req-07,P.RC,2,Runbooks & Training: Recovery playbooks; on-call training; tabletop exercises tied to BIA scenarios.
P.RC-req-08,P.RC,2,"Continuous Improvement: PIRs drive updates to runbooks, thresholds, capacity, and fallback logic."
P.RC-req-09,P.RC,2,"AI Inference Resource Protection: Implement rate-limiting and request-validation at the edge to prevent resource exhaustion attacks targeting high-compute AI endpoints, ensuring availability for legitimate traffic."
P.RC-req-10,P.RC,3,Chaos & Failure Injection: Scheduled game days and chaos tests; feed findings into remediation backlog.
P.RP-01-req-01,P.RP-01,1,BIA & Priorities: Tier services; define maximum tolerable downtime and recovery priorities.
P.RP-01-req-02,P.RP-01,1,"Continuity Playbooks: Manual fallback, reduced capability modes, and AI outage scenarios."
P.RP-01-req-03,P.RP-01,1,Validated Workarounds: Annual continuity tests; documented workarounds validated.
P.RP-01-req-04,P.RP-01,1,Workforce Continuity: Role cross-training; remote access contingencies.
P.RP-01-req-05,P.RP-01,2,Exercises: Tabletop and live exercises; partner/customer communications rehearsals.
P.RP-01-req-06,P.RP-01,3,"Upstream Dependency Mapping: Identify and document ""invisible"" single points of failure, such as specific third-party model APIs, data labeling services, or niche cloud regions, and establish alternate providers or cached operational modes for each."
P.RP-02-req-01,P.RP-02,1,Backup Strategy: 3-2-1 rule; encrypted immutable copies; model registry and feature store backups.
P.RP-02-req-02,P.RP-02,1,Restore Validation: Scheduled full/partial restores; verification of integrity and signing.
P.RP-02-req-03,P.RP-02,2,Alternate Routing: Cold/warm/hot DR sites; alternate inference routes.
P.RP-02-req-04,P.RP-02,2,Documentation & Drills: DR runbooks; semi-annual drills; vendor DR evidence for critical SaaS.
P.RP-02-req-05,P.RP-02,2,"Automated DR Orchestration: Utilize Infrastructure as Code (IaC) and automated recovery scripts to provision the recovery environment and deploy model pipelines, minimizing Mean Time to Recovery (MTTR) and reducing manual configuration errors."
P.RP-02-req-06,P.RP-02,3,Advanced Validation: Annual restore tests for Tier-1; documented pass/fail with remediation.
P.SC-req-01,P.SC,1,Intake & Vetting: Security/legal review; license compliance; provenance validation; risk scoring.
P.SC-req-02,P.SC,2,SBOM/MBOM: Require and verify; track vulnerabilities; enforce policy exceptions with expiry.
P.SC-req-03,P.SC,2,Signature & Attestation: Verify signatures and provenance on import; quarantine unverified artifacts.
P.SC-req-04,P.SC,2,Runtime Guardrails: Egress restrictions; API allow-lists; request-signing; model inference quotas.
P.SC-req-05,P.SC,2,Monitoring & Renewal: Track vendor advisories; auto-patch windows; periodic re-attestation.
P.SC-req-06,P.SC,3,Shadow AI & Dependency Discovery: Implement automated scanning of developer environments and CI/CD pipelines to detect unvetted third-party AI models or libraries that have bypassed formal intake processes.
P.SC-req-07,P.SC,3,Third-party components Include SBOM/MBOM and signature verification.
P.SD-req-01,P.SD,1,Policy & Standards: Secure coding standards; IaC policies; dependency policies; model packaging standards.
P.SD-req-02,P.SD,1,Secrets Hygiene: No secrets in code; vault-backed tokens; rotated credentials.
P.SD-req-03,P.SD,1,"Threat Modeling: Required at design; include AI-specific abuse, data leakage, model theft."
P.SD-req-04,P.SD,1,Scanning: SAST/DAST/IAST/SCA; IaC scanning; model/package scanning; policy gates in CI/CD.
P.SD-req-05,P.SD,2,Provenance & Integrity: Signed builds; reproducible pipelines; attestation for artifacts/models.
P.SD-req-06,P.SD,2,Release Controls: Change approvals; environment promotion gates; SBOM/MBOM attached to releases.
P.SD-req-07,P.SD,2,Defect Management: Risk-based SLAs; prioritize exploitable vulns; maintain audit trails.
P.SD-req-08,P.SD,2,Penetration Testing Program: Define application-specific penetration requirements and scope.
P.SD-req-09,P.SD,2,IDE Security Plugins: Deploy security linting and real-time vulnerability feedback tools within developer IDEs to catch insecure coding patterns and hardcoded secrets at the point of creation.
P.SD-req-10,P.SD,3,Automated Scanning with CI/CD gates blocking critical issues; SBOM for all released components.
